 주택용(저압) 사용량별 요금표 ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 [ 기타계절(7~8월 제외) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 ",,, [ 하계(7~8월) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 "
" 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 ,,," 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 
643,"  7,300 ","  136,449 ","  5,787 ","  3,215 ","  152,751 ","  15,275 ","  5,650 ","  173,670 ",,,643,"  7,300 ","  122,354 ","  5,787 ","  3,215 ","  138,656 ","  13,866 ","  5,130 ","  157,650 "
644,"  7,300 ","  136,749 ","  5,796 ","  3,220 ","  153,065 ","  15,307 ","  5,660 ","  174,030 ",,,644,"  7,300 ","  122,654 ","  5,796 ","  3,220 ","  138,970 ","  13,897 ","  5,140 ","  158,000 "
645,"  7,300 ","  137,048 ","  5,805 ","  3,225 ","  153,378 ","  15,338 ","  5,670 ","  174,380 ",,,645,"  7,300 ","  122,953 ","  5,805 ","  3,225 ","  139,283 ","  13,928 ","  5,150 ","  158,360 "
646,"  7,300 ","  137,347 ","  5,814 ","  3,230 ","  153,691 ","  15,369 ","  5,680 ","  174,740 ",,,646,"  7,300 ","  123,252 ","  5,814 ","  3,230 ","  139,596 ","  13,960 ","  5,160 ","  158,710 "
647,"  7,300 ","  137,647 ","  5,823 ","  3,235 ","  154,005 ","  15,401 ","  5,690 ","  175,090 ",,,647,"  7,300 ","  123,552 ","  5,823 ","  3,235 ","  139,910 ","  13,991 ","  5,170 ","  159,070 "
648,"  7,300 ","  137,946 ","  5,832 ","  3,240 ","  154,318 ","  15,432 ","  5,700 ","  175,450 ",,,648,"  7,300 ","  123,851 ","  5,832 ","  3,240 ","  140,223 ","  14,022 ","  5,180 ","  159,420 "
649,"  7,300 ","  138,245 ","  5,841 ","  3,245 ","  154,631 ","  15,463 ","  5,720 ","  175,810 ",,,649,"  7,300 ","  124,150 ","  5,841 ","  3,245 ","  140,536 ","  14,054 ","  5,190 ","  159,780 "
650,"  7,300 ","  138,545 ","  5,850 ","  3,250 ","  154,945 ","  15,495 ","  5,730 ","  176,170 ",,,650,"  7,300 ","  124,450 ","  5,850 ","  3,250 ","  140,850 ","  14,085 ","  5,210 ","  160,140 "
651,"  7,300 ","  138,844 ","  5,859 ","  3,255 ","  155,258 ","  15,526 ","  5,740 ","  176,520 ",,,651,"  7,300 ","  124,749 ","  5,859 ","  3,255 ","  141,163 ","  14,116 ","  5,220 ","  160,490 "
652,"  7,300 ","  139,143 ","  5,868 ","  3,260 ","  155,571 ","  15,557 ","  5,750 ","  176,870 ",,,652,"  7,300 ","  125,048 ","  5,868 ","  3,260 ","  141,476 ","  14,148 ","  5,230 ","  160,850 "
653,"  7,300 ","  139,442 ","  5,877 ","  3,265 ","  155,884 ","  15,588 ","  5,760 ","  177,230 ",,,653,"  7,300 ","  125,347 ","  5,877 ","  3,265 ","  141,789 ","  14,179 ","  5,240 ","  161,200 "
654,"  7,300 ","  139,742 ","  5,886 ","  3,270 ","  156,198 ","  15,620 ","  5,770 ","  177,580 ",,,654,"  7,300 ","  125,647 ","  5,886 ","  3,270 ","  142,103 ","  14,210 ","  5,250 ","  161,560 "
655,"  7,300 ","  140,041 ","  5,895 ","  3,275 ","  156,511 ","  15,651 ","  5,790 ","  177,950 ",,,655,"  7,300 ","  125,946 ","  5,895 ","  3,275 ","  142,416 ","  14,242 ","  5,260 ","  161,910 "
656,"  7,300 ","  140,340 ","  5,904 ","  3,280 ","  156,824 ","  15,682 ","  5,800 ","  178,300 ",,,656,"  7,300 ","  126,245 ","  5,904 ","  3,280 ","  142,729 ","  14,273 ","  5,280 ","  162,280 "
657,"  7,300 ","  140,640 ","  5,913 ","  3,285 ","  157,138 ","  15,714 ","  5,810 ","  178,660 ",,,657,"  7,300 ","  126,545 ","  5,913 ","  3,285 ","  143,043 ","  14,304 ","  5,290 ","  162,630 "
658,"  7,300 ","  140,939 ","  5,922 ","  3,290 ","  157,451 ","  15,745 ","  5,820 ","  179,010 ",,,658,"  7,300 ","  126,844 ","  5,922 ","  3,290 ","  143,356 ","  14,336 ","  5,300 ","  162,990 "
659,"  7,300 ","  141,238 ","  5,931 ","  3,295 ","  157,764 ","  15,776 ","  5,830 ","  179,370 ",,,659,"  7,300 ","  127,143 ","  5,931 ","  3,295 ","  143,669 ","  14,367 ","  5,310 ","  163,340 "
660,"  7,300 ","  141,538 ","  5,940 ","  3,300 ","  158,078 ","  15,808 ","  5,840 ","  179,720 ",,,660,"  7,300 ","  127,443 ","  5,940 ","  3,300 ","  143,983 ","  14,398 ","  5,320 ","  163,700 "
661,"  7,300 ","  141,837 ","  5,949 ","  3,305 ","  158,391 ","  15,839 ","  5,860 ","  180,090 ",,,661,"  7,300 ","  127,742 ","  5,949 ","  3,305 ","  144,296 ","  14,430 ","  5,330 ","  164,050 "
662,"  7,300 ","  142,136 ","  5,958 ","  3,310 ","  158,704 ","  15,870 ","  5,870 ","  180,440 ",,,662,"  7,300 ","  128,041 ","  5,958 ","  3,310 ","  144,609 ","  14,461 ","  5,350 ","  164,420 "
663,"  7,300 ","  142,435 ","  5,967 ","  3,315 ","  159,017 ","  15,902 ","  5,880 ","  180,790 ",,,663,"  7,300 ","  128,340 ","  5,967 ","  3,315 ","  144,922 ","  14,492 ","  5,360 ","  164,770 "
664,"  7,300 ","  142,735 ","  5,976 ","  3,320 ","  159,331 ","  15,933 ","  5,890 ","  181,150 ",,,664,"  7,300 ","  128,640 ","  5,976 ","  3,320 ","  145,236 ","  14,524 ","  5,370 ","  165,130 "
665,"  7,300 ","  143,034 ","  5,985 ","  3,325 ","  159,644 ","  15,964 ","  5,900 ","  181,500 ",,,665,"  7,300 ","  128,939 ","  5,985 ","  3,325 ","  145,549 ","  14,555 ","  5,380 ","  165,480 "
666,"  7,300 ","  143,333 ","  5,994 ","  3,330 ","  159,957 ","  15,996 ","  5,910 ","  181,860 ",,,666,"  7,300 ","  129,238 ","  5,994 ","  3,330 ","  145,862 ","  14,586 ","  5,390 ","  165,830 "
667,"  7,300 ","  143,633 ","  6,003 ","  3,335 ","  160,271 ","  16,027 ","  5,930 ","  182,220 ",,,667,"  7,300 ","  129,538 ","  6,003 ","  3,335 ","  146,176 ","  14,618 ","  5,400 ","  166,190 "
668,"  7,300 ","  143,932 ","  6,012 ","  3,340 ","  160,584 ","  16,058 ","  5,940 ","  182,580 ",,,668,"  7,300 ","  129,837 ","  6,012 ","  3,340 ","  146,489 ","  14,649 ","  5,420 ","  166,550 "
669,"  7,300 ","  144,231 ","  6,021 ","  3,345 ","  160,897 ","  16,090 ","  5,950 ","  182,930 ",,,669,"  7,300 ","  130,136 ","  6,021 ","  3,345 ","  146,802 ","  14,680 ","  5,430 ","  166,910 "
670,"  7,300 ","  144,531 ","  6,030 ","  3,350 ","  161,211 ","  16,121 ","  5,960 ","  183,290 ",,,670,"  7,300 ","  130,436 ","  6,030 ","  3,350 ","  147,116 ","  14,712 ","  5,440 ","  167,260 "
671,"  7,300 ","  144,830 ","  6,039 ","  3,355 ","  161,524 ","  16,152 ","  5,970 ","  183,640 ",,,671,"  7,300 ","  130,735 ","  6,039 ","  3,355 ","  147,429 ","  14,743 ","  5,450 ","  167,620 "
672,"  7,300 ","  145,129 ","  6,048 ","  3,360 ","  161,837 ","  16,184 ","  5,980 ","  184,000 ",,,672,"  7,300 ","  131,034 ","  6,048 ","  3,360 ","  147,742 ","  14,774 ","  5,460 ","  167,970 "
673,"  7,300 ","  145,428 ","  6,057 ","  3,365 ","  162,150 ","  16,215 ","  5,990 ","  184,350 ",,,673,"  7,300 ","  131,333 ","  6,057 ","  3,365 ","  148,055 ","  14,806 ","  5,470 ","  168,330 "
674,"  7,300 ","  145,728 ","  6,066 ","  3,370 ","  162,464 ","  16,246 ","  6,010 ","  184,720 ",,,674,"  7,300 ","  131,633 ","  6,066 ","  3,370 ","  148,369 ","  14,837 ","  5,480 ","  168,680 "
675,"  7,300 ","  146,027 ","  6,075 ","  3,375 ","  162,777 ","  16,278 ","  6,020 ","  185,070 ",,,675,"  7,300 ","  131,932 ","  6,075 ","  3,375 ","  148,682 ","  14,868 ","  5,500 ","  169,050 "
676,"  7,300 ","  146,326 ","  6,084 ","  3,380 ","  163,090 ","  16,309 ","  6,030 ","  185,420 ",,,676,"  7,300 ","  132,231 ","  6,084 ","  3,380 ","  148,995 ","  14,900 ","  5,510 ","  169,400 "
677,"  7,300 ","  146,626 ","  6,093 ","  3,385 ","  163,404 ","  16,340 ","  6,040 ","  185,780 ",,,677,"  7,300 ","  132,531 ","  6,093 ","  3,385 ","  149,309 ","  14,931 ","  5,520 ","  169,760 "
678,"  7,300 ","  146,925 ","  6,102 ","  3,390 ","  163,717 ","  16,372 ","  6,050 ","  186,130 ",,,678,"  7,300 ","  132,830 ","  6,102 ","  3,390 ","  149,622 ","  14,962 ","  5,530 ","  170,110 "
679,"  7,300 ","  147,224 ","  6,111 ","  3,395 ","  164,030 ","  16,403 ","  6,060 ","  186,490 ",,,679,"  7,300 ","  133,129 ","  6,111 ","  3,395 ","  149,935 ","  14,994 ","  5,540 ","  170,460 "
680,"  7,300 ","  147,524 ","  6,120 ","  3,400 ","  164,344 ","  16,434 ","  6,080 ","  186,850 ",,,680,"  7,300 ","  133,429 ","  6,120 ","  3,400 ","  150,249 ","  15,025 ","  5,550 ","  170,820 "
681,"  7,300 ","  147,823 ","  6,129 ","  3,405 ","  164,657 ","  16,466 ","  6,090 ","  187,210 ",,,681,"  7,300 ","  133,728 ","  6,129 ","  3,405 ","  150,562 ","  15,056 ","  5,570 ","  171,180 "
682,"  7,300 ","  148,122 ","  6,138 ","  3,410 ","  164,970 ","  16,497 ","  6,100 ","  187,560 ",,,682,"  7,300 ","  134,027 ","  6,138 ","  3,410 ","  150,875 ","  15,088 ","  5,580 ","  171,540 "
683,"  7,300 ","  148,421 ","  6,147 ","  3,415 ","  165,283 ","  16,528 ","  6,110 ","  187,920 ",,,683,"  7,300 ","  134,326 ","  6,147 ","  3,415 ","  151,188 ","  15,119 ","  5,590 ","  171,890 "
684,"  7,300 ","  148,721 ","  6,156 ","  3,420 ","  165,597 ","  16,560 ","  6,120 ","  188,270 ",,,684,"  7,300 ","  134,626 ","  6,156 ","  3,420 ","  151,502 ","  15,150 ","  5,600 ","  172,250 "
685,"  7,300 ","  149,020 ","  6,165 ","  3,425 ","  165,910 ","  16,591 ","  6,130 ","  188,630 ",,,685,"  7,300 ","  134,925 ","  6,165 ","  3,425 ","  151,815 ","  15,182 ","  5,610 ","  172,600 "
686,"  7,300 ","  149,319 ","  6,174 ","  3,430 ","  166,223 ","  16,622 ","  6,150 ","  188,990 ",,,686,"  7,300 ","  135,224 ","  6,174 ","  3,430 ","  152,128 ","  15,213 ","  5,620 ","  172,960 "
687,"  7,300 ","  149,619 ","  6,183 ","  3,435 ","  166,537 ","  16,654 ","  6,160 ","  189,350 ",,,687,"  7,300 ","  135,524 ","  6,183 ","  3,435 ","  152,442 ","  15,244 ","  5,640 ","  173,320 "
688,"  7,300 ","  149,918 ","  6,192 ","  3,440 ","  166,850 ","  16,685 ","  6,170 ","  189,700 ",,,688,"  7,300 ","  135,823 ","  6,192 ","  3,440 ","  152,755 ","  15,276 ","  5,650 ","  173,680 "
689,"  7,300 ","  150,217 ","  6,201 ","  3,445 ","  167,163 ","  16,716 ","  6,180 ","  190,050 ",,,689,"  7,300 ","  136,122 ","  6,201 ","  3,445 ","  153,068 ","  15,307 ","  5,660 ","  174,030 "
690,"  7,300 ","  150,517 ","  6,210 ","  3,450 ","  167,477 ","  16,748 ","  6,190 ","  190,410 ",,,690,"  7,300 ","  136,422 ","  6,210 ","  3,450 ","  153,382 ","  15,338 ","  5,670 ","  174,390 "
691,"  7,300 ","  150,816 ","  6,219 ","  3,455 ","  167,790 ","  16,779 ","  6,200 ","  190,760 ",,,691,"  7,300 ","  136,721 ","  6,219 ","  3,455 ","  153,695 ","  15,370 ","  5,680 ","  174,740 "
692,"  7,300 ","  151,115 ","  6,228 ","  3,460 ","  168,103 ","  16,810 ","  6,210 ","  191,120 ",,,692,"  7,300 ","  137,020 ","  6,228 ","  3,460 ","  154,008 ","  15,401 ","  5,690 ","  175,090 "
693,"  7,300 ","  151,414 ","  6,237 ","  3,465 ","  168,416 ","  16,842 ","  6,230 ","  191,480 ",,,693,"  7,300 ","  137,319 ","  6,237 ","  3,465 ","  154,321 ","  15,432 ","  5,700 ","  175,450 "
694,"  7,300 ","  151,714 ","  6,246 ","  3,470 ","  168,730 ","  16,873 ","  6,240 ","  191,840 ",,,694,"  7,300 ","  137,619 ","  6,246 ","  3,470 ","  154,635 ","  15,464 ","  5,720 ","  175,810 "
695,"  7,300 ","  152,013 ","  6,255 ","  3,475 ","  169,043 ","  16,904 ","  6,250 ","  192,190 ",,,695,"  7,300 ","  137,918 ","  6,255 ","  3,475 ","  154,948 ","  15,495 ","  5,730 ","  176,170 "
696,"  7,300 ","  152,312 ","  6,264 ","  3,480 ","  169,356 ","  16,936 ","  6,260 ","  192,550 ",,,696,"  7,300 ","  138,217 ","  6,264 ","  3,480 ","  155,261 ","  15,526 ","  5,740 ","  176,520 "
697,"  7,300 ","  152,612 ","  6,273 ","  3,485 ","  169,670 ","  16,967 ","  6,270 ","  192,900 ",,,697,"  7,300 ","  138,517 ","  6,273 ","  3,485 ","  155,575 ","  15,558 ","  5,750 ","  176,880 "
698,"  7,300 ","  152,911 ","  6,282 ","  3,490 ","  169,983 ","  16,998 ","  6,280 ","  193,260 ",,,698,"  7,300 ","  138,816 ","  6,282 ","  3,490 ","  155,888 ","  15,589 ","  5,760 ","  177,230 "
699,"  7,300 ","  153,210 ","  6,291 ","  3,495 ","  170,296 ","  17,030 ","  6,300 ","  193,620 ",,,699,"  7,300 ","  139,115 ","  6,291 ","  3,495 ","  156,201 ","  15,620 ","  5,770 ","  177,590 "
700,"  7,300 ","  153,510 ","  6,300 ","  3,500 ","  170,610 ","  17,061 ","  6,310 ","  193,980 ",,,700,"  7,300 ","  139,415 ","  6,300 ","  3,500 ","  156,515 ","  15,652 ","  5,790 ","  177,950 "
701,"  7,300 ","  153,809 ","  6,309 ","  3,505 ","  170,923 ","  17,092 ","  6,320 ","  194,330 ",,,701,"  7,300 ","  139,714 ","  6,309 ","  3,505 ","  156,828 ","  15,683 ","  5,800 ","  178,310 "
702,"  7,300 ","  154,108 ","  6,318 ","  3,510 ","  171,236 ","  17,124 ","  6,330 ","  194,690 ",,,702,"  7,300 ","  140,013 ","  6,318 ","  3,510 ","  157,141 ","  15,714 ","  5,810 ","  178,660 "
703,"  7,300 ","  154,407 ","  6,327 ","  3,515 ","  171,549 ","  17,155 ","  6,340 ","  195,040 ",,,703,"  7,300 ","  140,312 ","  6,327 ","  3,515 ","  157,454 ","  15,745 ","  5,820 ","  179,010 "
704,"  7,300 ","  154,707 ","  6,336 ","  3,520 ","  171,863 ","  17,186 ","  6,350 ","  195,390 ",,,704,"  7,300 ","  140,612 ","  6,336 ","  3,520 ","  157,768 ","  15,777 ","  5,830 ","  179,370 "
705,"  7,300 ","  155,006 ","  6,345 ","  3,525 ","  172,176 ","  17,218 ","  6,370 ","  195,760 ",,,705,"  7,300 ","  140,911 ","  6,345 ","  3,525 ","  158,081 ","  15,808 ","  5,840 ","  179,720 "
706,"  7,300 ","  155,305 ","  6,354 ","  3,530 ","  172,489 ","  17,249 ","  6,380 ","  196,110 ",,,706,"  7,300 ","  141,210 ","  6,354 ","  3,530 ","  158,394 ","  15,839 ","  5,860 ","  180,090 "
707,"  7,300 ","  155,605 ","  6,363 ","  3,535 ","  172,803 ","  17,280 ","  6,390 ","  196,470 ",,,707,"  7,300 ","  141,510 ","  6,363 ","  3,535 ","  158,708 ","  15,871 ","  5,870 ","  180,440 "
708,"  7,300 ","  155,904 ","  6,372 ","  3,540 ","  173,116 ","  17,312 ","  6,400 ","  196,820 ",,,708,"  7,300 ","  141,809 ","  6,372 ","  3,540 ","  159,021 ","  15,902 ","  5,880 ","  180,800 "
709,"  7,300 ","  156,203 ","  6,381 ","  3,545 ","  173,429 ","  17,343 ","  6,410 ","  197,180 ",,,709,"  7,300 ","  142,108 ","  6,381 ","  3,545 ","  159,334 ","  15,933 ","  5,890 ","  181,150 "
710,"  7,300 ","  156,503 ","  6,390 ","  3,550 ","  173,743 ","  17,374 ","  6,420 ","  197,530 ",,,710,"  7,300 ","  142,408 ","  6,390 ","  3,550 ","  159,648 ","  15,965 ","  5,900 ","  181,510 "
711,"  7,300 ","  156,802 ","  6,399 ","  3,555 ","  174,056 ","  17,406 ","  6,440 ","  197,900 ",,,711,"  7,300 ","  142,707 ","  6,399 ","  3,555 ","  159,961 ","  15,996 ","  5,910 ","  181,860 "
712,"  7,300 ","  157,101 ","  6,408 ","  3,560 ","  174,369 ","  17,437 ","  6,450 ","  198,250 ",,,712,"  7,300 ","  143,006 ","  6,408 ","  3,560 ","  160,274 ","  16,027 ","  5,930 ","  182,230 "
713,"  7,300 ","  157,400 ","  6,417 ","  3,565 ","  174,682 ","  17,468 ","  6,460 ","  198,610 ",,,713,"  7,300 ","  143,305 ","  6,417 ","  3,565 ","  160,587 ","  16,059 ","  5,940 ","  182,580 "
714,"  7,300 ","  157,700 ","  6,426 ","  3,570 ","  174,996 ","  17,500 ","  6,470 ","  198,960 ",,,714,"  7,300 ","  143,605 ","  6,426 ","  3,570 ","  160,901 ","  16,090 ","  5,950 ","  182,940 "
715,"  7,300 ","  157,999 ","  6,435 ","  3,575 ","  175,309 ","  17,531 ","  6,480 ","  199,320 ",,,715,"  7,300 ","  143,904 ","  6,435 ","  3,575 ","  161,214 ","  16,121 ","  5,960 ","  183,290 "
716,"  7,300 ","  158,298 ","  6,444 ","  3,580 ","  175,622 ","  17,562 ","  6,490 ","  199,670 ",,,716,"  7,300 ","  144,203 ","  6,444 ","  3,580 ","  161,527 ","  16,153 ","  5,970 ","  183,650 "
717,"  7,300 ","  158,598 ","  6,453 ","  3,585 ","  175,936 ","  17,594 ","  6,500 ","  200,030 ",,,717,"  7,300 ","  144,503 ","  6,453 ","  3,585 ","  161,841 ","  16,184 ","  5,980 ","  184,000 "
718,"  7,300 ","  158,897 ","  6,462 ","  3,590 ","  176,249 ","  17,625 ","  6,520 ","  200,390 ",,,718,"  7,300 ","  144,802 ","  6,462 ","  3,590 ","  162,154 ","  16,215 ","  5,990 ","  184,350 "
719,"  7,300 ","  159,196 ","  6,471 ","  3,595 ","  176,562 ","  17,656 ","  6,530 ","  200,740 ",,,719,"  7,300 ","  145,101 ","  6,471 ","  3,595 ","  162,467 ","  16,247 ","  6,010 ","  184,720 "
720,"  7,300 ","  159,496 ","  6,480 ","  3,600 ","  176,876 ","  17,688 ","  6,540 ","  201,100 ",,,720,"  7,300 ","  145,401 ","  6,480 ","  3,600 ","  162,781 ","  16,278 ","  6,020 ","  185,070 "
721,"  7,300 ","  159,795 ","  6,489 ","  3,605 ","  177,189 ","  17,719 ","  6,550 ","  201,450 ",,,721,"  7,300 ","  145,700 ","  6,489 ","  3,605 ","  163,094 ","  16,309 ","  6,030 ","  185,430 "
722,"  7,300 ","  160,094 ","  6,498 ","  3,610 ","  177,502 ","  17,750 ","  6,560 ","  201,810 ",,,722,"  7,300 ","  145,999 ","  6,498 ","  3,610 ","  163,407 ","  16,341 ","  6,040 ","  185,780 "
723,"  7,300 ","  160,393 ","  6,507 ","  3,615 ","  177,815 ","  17,782 ","  6,570 ","  202,160 ",,,723,"  7,300 ","  146,298 ","  6,507 ","  3,615 ","  163,720 ","  16,372 ","  6,050 ","  186,140 "
724,"  7,300 ","  160,693 ","  6,516 ","  3,620 ","  178,129 ","  17,813 ","  6,590 ","  202,530 ",,,724,"  7,300 ","  146,598 ","  6,516 ","  3,620 ","  164,034 ","  16,403 ","  6,060 ","  186,490 "
725,"  7,300 ","  160,992 ","  6,525 ","  3,625 ","  178,442 ","  17,844 ","  6,600 ","  202,880 ",,,725,"  7,300 ","  146,897 ","  6,525 ","  3,625 ","  164,347 ","  16,435 ","  6,080 ","  186,860 "
726,"  7,300 ","  161,291 ","  6,534 ","  3,630 ","  178,755 ","  17,876 ","  6,610 ","  203,240 ",,,726,"  7,300 ","  147,196 ","  6,534 ","  3,630 ","  164,660 ","  16,466 ","  6,090 ","  187,210 "
727,"  7,300 ","  161,591 ","  6,543 ","  3,635 ","  179,069 ","  17,907 ","  6,620 ","  203,590 ",,,727,"  7,300 ","  147,496 ","  6,543 ","  3,635 ","  164,974 ","  16,497 ","  6,100 ","  187,570 "
728,"  7,300 ","  161,890 ","  6,552 ","  3,640 ","  179,382 ","  17,938 ","  6,630 ","  203,950 ",,,728,"  7,300 ","  147,795 ","  6,552 ","  3,640 ","  165,287 ","  16,529 ","  6,110 ","  187,920 "
729,"  7,300 ","  162,189 ","  6,561 ","  3,645 ","  179,695 ","  17,970 ","  6,640 ","  204,300 ",,,729,"  7,300 ","  148,094 ","  6,561 ","  3,645 ","  165,600 ","  16,560 ","  6,120 ","  188,280 "
730,"  7,300 ","  162,489 ","  6,570 ","  3,650 ","  180,009 ","  18,001 ","  6,660 ","  204,670 ",,,730,"  7,300 ","  148,394 ","  6,570 ","  3,650 ","  165,914 ","  16,591 ","  6,130 ","  188,630 "
731,"  7,300 ","  162,788 ","  6,579 ","  3,655 ","  180,322 ","  18,032 ","  6,670 ","  205,020 ",,,731,"  7,300 ","  148,693 ","  6,579 ","  3,655 ","  166,227 ","  16,623 ","  6,150 ","  189,000 "
732,"  7,300 ","  163,087 ","  6,588 ","  3,660 ","  180,635 ","  18,064 ","  6,680 ","  205,370 ",,,732,"  7,300 ","  148,992 ","  6,588 ","  3,660 ","  166,540 ","  16,654 ","  6,160 ","  189,350 "
733,"  7,300 ","  163,386 ","  6,597 ","  3,665 ","  180,948 ","  18,095 ","  6,690 ","  205,730 ",,,733,"  7,300 ","  149,291 ","  6,597 ","  3,665 ","  166,853 ","  16,685 ","  6,170 ","  189,700 "
734,"  7,300 ","  163,686 ","  6,606 ","  3,670 ","  181,262 ","  18,126 ","  6,700 ","  206,080 ",,,734,"  7,300 ","  149,591 ","  6,606 ","  3,670 ","  167,167 ","  16,717 ","  6,180 ","  190,060 "
735,"  7,300 ","  163,985 ","  6,615 ","  3,675 ","  181,575 ","  18,158 ","  6,710 ","  206,440 ",,,735,"  7,300 ","  149,890 ","  6,615 ","  3,675 ","  167,480 ","  16,748 ","  6,190 ","  190,410 "
736,"  7,300 ","  164,284 ","  6,624 ","  3,680 ","  181,888 ","  18,189 ","  6,720 ","  206,790 ",,,736,"  7,300 ","  150,189 ","  6,624 ","  3,680 ","  167,793 ","  16,779 ","  6,200 ","  190,770 "
737,"  7,300 ","  164,584 ","  6,633 ","  3,685 ","  182,202 ","  18,220 ","  6,740 ","  207,160 ",,,737,"  7,300 ","  150,489 ","  6,633 ","  3,685 ","  168,107 ","  16,811 ","  6,210 ","  191,120 "
738,"  7,300 ","  164,883 ","  6,642 ","  3,690 ","  182,515 ","  18,252 ","  6,750 ","  207,510 ",,,738,"  7,300 ","  150,788 ","  6,642 ","  3,690 ","  168,420 ","  16,842 ","  6,230 ","  191,490 "
739,"  7,300 ","  165,182 ","  6,651 ","  3,695 ","  182,828 ","  18,283 ","  6,760 ","  207,870 ",,,739,"  7,300 ","  151,087 ","  6,651 ","  3,695 ","  168,733 ","  16,873 ","  6,240 ","  191,840 "
740,"  7,300 ","  165,482 ","  6,660 ","  3,700 ","  183,142 ","  18,314 ","  6,770 ","  208,220 ",,,740,"  7,300 ","  151,387 ","  6,660 ","  3,700 ","  169,047 ","  16,905 ","  6,250 ","  192,200 "
741,"  7,300 ","  165,781 ","  6,669 ","  3,705 ","  183,455 ","  18,346 ","  6,780 ","  208,580 ",,,741,"  7,300 ","  151,686 ","  6,669 ","  3,705 ","  169,360 ","  16,936 ","  6,260 ","  192,550 "
742,"  7,300 ","  166,080 ","  6,678 ","  3,710 ","  183,768 ","  18,377 ","  6,790 ","  208,930 ",,,742,"  7,300 ","  151,985 ","  6,678 ","  3,710 ","  169,673 ","  16,967 ","  6,270 ","  192,910 "
743,"  7,300 ","  166,379 ","  6,687 ","  3,715 ","  184,081 ","  18,408 ","  6,810 ","  209,290 ",,,743,"  7,300 ","  152,284 ","  6,687 ","  3,715 ","  169,986 ","  16,999 ","  6,280 ","  193,260 "
744,"  7,300 ","  166,679 ","  6,696 ","  3,720 ","  184,395 ","  18,440 ","  6,820 ","  209,650 ",,,744,"  7,300 ","  152,584 ","  6,696 ","  3,720 ","  170,300 ","  17,030 ","  6,300 ","  193,630 "
745,"  7,300 ","  166,978 ","  6,705 ","  3,725 ","  184,708 ","  18,471 ","  6,830 ","  210,000 ",,,745,"  7,300 ","  152,883 ","  6,705 ","  3,725 ","  170,613 ","  17,061 ","  6,310 ","  193,980 "
746,"  7,300 ","  167,277 ","  6,714 ","  3,730 ","  185,021 ","  18,502 ","  6,840 ","  210,360 ",,,746,"  7,300 ","  153,182 ","  6,714 ","  3,730 ","  170,926 ","  17,093 ","  6,320 ","  194,330 "
747,"  7,300 ","  167,577 ","  6,723 ","  3,735 ","  185,335 ","  18,534 ","  6,850 ","  210,710 ",,,747,"  7,300 ","  153,482 ","  6,723 ","  3,735 ","  171,240 ","  17,124 ","  6,330 ","  194,690 "
748,"  7,300 ","  167,876 ","  6,732 ","  3,740 ","  185,648 ","  18,565 ","  6,860 ","  211,070 ",,,748,"  7,300 ","  153,781 ","  6,732 ","  3,740 ","  171,553 ","  17,155 ","  6,340 ","  195,040 "
749,"  7,300 ","  168,175 ","  6,741 ","  3,745 ","  185,961 ","  18,596 ","  6,880 ","  211,430 ",,,749,"  7,300 ","  154,080 ","  6,741 ","  3,745 ","  171,866 ","  17,187 ","  6,350 ","  195,400 "
750,"  7,300 ","  168,475 ","  6,750 ","  3,750 ","  186,275 ","  18,628 ","  6,890 ","  211,790 ",,,750,"  7,300 ","  154,380 ","  6,750 ","  3,750 ","  172,180 ","  17,218 ","  6,370 ","  195,760 "
751,"  7,300 ","  168,774 ","  6,759 ","  3,755 ","  186,588 ","  18,659 ","  6,900 ","  212,140 ",,,751,"  7,300 ","  154,679 ","  6,759 ","  3,755 ","  172,493 ","  17,249 ","  6,380 ","  196,120 "
752,"  7,300 ","  169,073 ","  6,768 ","  3,760 ","  186,901 ","  18,690 ","  6,910 ","  212,500 ",,,752,"  7,300 ","  154,978 ","  6,768 ","  3,760 ","  172,806 ","  17,281 ","  6,390 ","  196,470 "
753,"  7,300 ","  169,372 ","  6,777 ","  3,765 ","  187,214 ","  18,721 ","  6,920 ","  212,850 ",,,753,"  7,300 ","  155,277 ","  6,777 ","  3,765 ","  173,119 ","  17,312 ","  6,400 ","  196,830 "
754,"  7,300 ","  169,672 ","  6,786 ","  3,770 ","  187,528 ","  18,753 ","  6,930 ","  213,210 ",,,754,"  7,300 ","  155,577 ","  6,786 ","  3,770 ","  173,433 ","  17,343 ","  6,410 ","  197,180 "
